agi_code,link,other_name,description
AT1G12840,https://www.arabidopsis.org//locus?key=27227,Other Names: ARABIDOPSIS THALIANA VACUOLAR ATP SYNTHASE SUBUNIT C;ATVHA-C;DE-ETIOLATED 3;DET3,Encodes subunit C of the vacuolar H(+)-ATPase (V-ATPase).  Bound and phosphorylated by AtWNK8. The mRNA is cell-to-cell mobile.
AT1G26310,https://www.arabidopsis.org//locus?key=29732,Other Names: AGAMOUS-like 10;AGL10;CAL;CAL1;CAULIFLOWER,Floral homeotic gene encoding a MADS domain protein homologous to AP1. Enhances the flower to shoot transformation in ap1 mutants.
AT4G13510,https://www.arabidopsis.org//locus?key=130221,Other Names: AMMONIUM TRANSPORTER 1;1;AMT1;1;ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1;ATAMT1;ATAMT1;1,Encodes a plasma membrane localized ammonium transporter.  Contains a cytosolic trans-activation domain essential for ammonium uptake. The mRNA is cell-to-cell mobile.
AT4G36220,https://www.arabidopsis.org//locus?key=127626,Other Names: CYP84A1;CYTOCHROME P450 84A1;F5H;F5H1;FAH1;FERULIC ACID 5-HYDROXYLASE 1,encodes ferulate 5-hydroxylase (F5H). Involved in lignin biosynthesis.
AT4G38240,https://www.arabidopsis.org//locus?key=127442,Other Names: CGL;CGL1;COMPLEX GLYCAN LESS;COMPLEX GLYCAN LESS 1;GNTI;N-ACETYLGLUCOSAMINYLTRANSFERASE I,"Encodes N-acetyl glucosaminyl transferase I, the first enzyme in the pathway of complex glycan biosynthesis."
AT3G07040,https://www.arabidopsis.org//locus?key=36178,Other Names: RESISTANCE TO P. SYRINGAE PV MACULICOLA 1;RESISTANCE TO PSEUDOMONAS SYRINGAE 3;RPM1;RPS3,Contains an N-terminal tripartite nucleotide binding site and a C-terminal tandem array of leucine-rich repeats. Confers resistance to Pseudomonas syringae strains that carry the avirulence genes avrB and avrRpm1.
AT4G26090,https://www.arabidopsis.org//locus?key=26550,Other Names: RESISTANT TO P. SYRINGAE 2;RPS2,"Encodes a plasma membrane protein with  leucine-rich repeat, leucine zipper, and P loop domains that confers resistance to Pseudomonas syringae infection by interacting with the avirulence gene avrRpt2.  RPS2 protein interacts directly with plasma membrane associated protein RIN4 and this interaction is disrupted by avrRpt2. The mRNA is cell-to-cell mobile."
AT5G05170,https://www.arabidopsis.org//locus?key=132284,Other Names: ATCESA3;ATH-B;CELLULOSE SYNTHASE 3;CESA3;CEV1;CONSTITUTIVE EXPRESSION OF VSP 1;ECTOPIC LIGNIFICATION 1;ELI1;ISOXABEN RESISTANT  1;IXR1;MRE1;multiple response expansion 1,"Encodes a cellulose synthase isomer. CESA3 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA3, along with CESA1 and CESA6 are present in the same plasma membrane complex for cellulose biosynthesis.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening. The xylem cells in primary root have reduced cell expansion and higher than normal lignification."
AT4G00650,https://www.arabidopsis.org//locus?key=128299,Other Names: FLA;FLOWERING LOCUS A;FRI;FRIGIDA;REDUCED STEM BRANCHING 7;RSB7,Encodes a major determinant of natural variation in Arabidopsis flowering time. Dominant alleles of FRI confer a vernalization requirement causing plants to overwinter vegetatively. Many early flowering accessions carry loss-of-function fri alleles .Twenty distinct haplotypes that contain non-functional FRI alleles have been identified and the distribution analyzed in over 190 accessions. The common lab strains- Col and Ler each carry loss of function mutations in FRI.
AT1G09570,https://www.arabidopsis.org//locus?key=27545,Other Names: ELONGATED HYPOCOTYL 8;FAR RED ELONGATED 1;FAR RED ELONGATED HYPOCOTYL 2;FHY2;FRE1;HY8;PHYA;PHYTOCHROME A,"Light-labile cytoplasmic red/far-red light photoreceptor involved in the regulation of photomorphogenesis. It exists in two inter-convertible forms: Pr and Pfr (active) and functions as a dimer.The N terminus carries a single tetrapyrrole chromophore, and the C terminus is involved in dimerization. It is the sole photoreceptor mediating the FR high irradiance response (HIR). Major regulator in red-light induction of phototropic enhancement. Involved in the regulation of de-etiolation. Involved in gravitropism and phototropism.  Requires FHY1 for nuclear accumulation."
AT3G23130,https://www.arabidopsis.org//locus?key=37697,Other Names: FLO10;FLORAL DEFECTIVE 10;FLORAL ORGAN NUMBER 1;FON1;SUP;SUPERMAN,Flower-specific gene controlling the boundary of the stamen and carpel whorls. Similar to zinc finger transcription factors. Involved in shoot regenaration from root explants.
AT5G61850,https://www.arabidopsis.org//locus?key=132616,Other Names: LEAFY;LEAFY 3;LFY;LFY3,"Encodes transcriptional regulator that promotes the transition to flowering.Involved in floral meristem development. LFY is involved in the regulation of AP3 expression, and appears to bring the F-box protein UFO to the AP3 promoter.  Amino acids 46-120 define a protein domain that mediates self-interaction."
AT3G51160,https://www.arabidopsis.org//locus?key=36738,"Other Names: GDP-D-MANNOSE-4,6-DEHYDRATASE 2;GMD2;MUR1;MURUS 1;MUR_1;SENSITIVE TO FREEZING8;SFR8",Catalyzes the first step in the de novo synthesis of GDP-L-fucose. Loss of function mutations result in reduced levels of fucosylation and decreased freezing tolerance.
AT4G34520,https://www.arabidopsis.org//locus?key=130056,Other Names: 3-ketoacyl-CoA synthase 18;FAE1;FATTY ACID ELONGATION1;KCS18,"Encodes KCS18, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)."
AT5G17990,https://www.arabidopsis.org//locus?key=132960,Other Names: PHOSPHORIBOSYLANTHRANILATE TRANSFERASE 1;TRP1;pat1;tryptophan biosynthesis 1,"Encodes the tryptophan biosynthetic enzyme phosphoribosylanthranilate transferase  (PAT1, called trpD in bacteria). Converts anthranilate and phosphoribosylpyrophosphate into phosphoribosylanthranilate and inorganic pyrophosphate. The mRNA is cell-to-cell mobile."
AT2G32950,https://www.arabidopsis.org//locus?key=34462,Other Names: ARABIDOPSIS THALIANA CONSTITUTIVE PHOTOMORPHOGENIC 1;ATCOP1;CONSTITUTIVE PHOTOMORPHOGENIC 1;COP1;DEETIOLATED MUTANT 340;DET340;EMB168;EMBRYO DEFECTIVE 168;FUS1;FUSCA 1,"Represses photomorphogenesis and induces skotomorphogenesis in the dark. Contains a ring finger zinc-binding motif, a coiled-coil domain, and several WD-40 repeats, similar to G-beta proteins. The C-terminus has homology to TAFII80, a subunit of the TFIID component of the RNA polymerase II of Drosophila. Nuclear localization in the dark and cytoplasmic in the light. The mRNA is cell-to-cell mobile."
AT3G61140,https://www.arabidopsis.org//locus?key=39879,Other Names: ARABIDOPSIS THALIANA FUSCA 6;ATCSN1;ATFUS6;ATSK31;CONSTITUTIVE PHOTOMORPHOGENIC 11;COP11;COP9 SIGNALOSOME SUBUNIT 1;CSN1;EMB78;EMBRYO DEFECTIVE 78;FUS6;FUSCA 6;SHAGGY-LIKE KINASE 31;SK31,"Represses photomorphogenesis and induces skotomorphogenesis in the dark. Component of the nuclear-localized COP9 complex. Mutants display striking purple coloration due to anthocyanin accumulation in their cotyledons, first become defective during embryogenesis and exhibit limited seedling development."
AT4G14110,https://www.arabidopsis.org//locus?key=128668,Other Names: CONSTITUTIVE PHOTOMORPHOGENIC 9;COP9;COP9 SIGNALOSOME SUBUNIT 8;CSN8;EMB143;EMBRYO DEFECTIVE 143;FUS7;FUSCA 7,Represses photomorphogenesis and induces skotomorphogenesis in the dark. A component of the COP9 signalosome complex.
AT3G13550,https://www.arabidopsis.org//locus?key=38862,Other Names: CIN4;CONSTITUTIVE PHOTOMORPHOGENIC 10;COP10;CYTOKININ-INSENSITIVE 4;EMB144;EMBRYO DEFECTIVE 144;FUS9;FUSCA 9,Encodes a protein similar to ubiquitin-conjugating enzyme (E2) variant proteins (UEV); lacks catalytic cysteine residue found in ubiquitin-conjugating enzyme E2. Represses photomorphogenesis and induces skotomorphogenesis in the dark.
AT1G30950,https://www.arabidopsis.org//locus?key=28094,Other Names: UFO;UNUSUAL FLORAL ORGANS,"Required for the proper identity of the floral meristem. Involved in establishing the whorled pattern of floral organs, in the control of specification of the floral meristem, and in the activation of APETALA3 and PISTILLATA. UFO is found at the AP3 promoter in a LFY-dependent manner, suggesting that it works with LFY to regulate AP3 expression. UFO may also promote the ubiquitylation of LFY."
AT1G80070,https://www.arabidopsis.org//locus?key=28183,Other Names: ABNORMAL SUSPENSOR 2;DCS3;EMB14;EMB177;EMB33;EMBRYO DEFECTIVE 14;EMBRYO DEFECTIVE 177;EMBRYO DEFECTIVE 33;PRP8;SUS2;pre-mRNA processing 8,Encodes a factor that influences pre-mRNA splicing and is required for embryonic development. Mutations result in an abnormal suspensor and embryo lethality. The mRNA is cell-to-cell mobile.
AT5G57590,https://www.arabidopsis.org//locus?key=134706,Other Names: BIO1;BIO3;BIOTIN AUXOTROPH 3;biotin auxotroph 1,Encodes a bifunctional enzyme with both dethiobiotin synthetase and diaminopelargonic acid aminotransferase activities that is involved in biotin synthesis.
AT2G43360,https://www.arabidopsis.org//locus?key=26530,Other Names: BIO2;BIOB;BIOTIN AUXOTROPH 2;BIOTIN AUXOTROPH B;EMB49,Catalyzes the conversion of dethiobiotin to biotin.
AT5G20350,https://www.arabidopsis.org//locus?key=131282,Other Names: PAT24;TIP GROWTH DEFECTIVE 1;TIP1,"Encodes a protein containing ankyrin and DHHC-CRD domain. Acts to restrict the size of the swelling that forms at the beginning of root hair cell growth, possibly by a mechanism that requires RHD1. Mutant displays defects in both root hair and pollen tube growth. The mRNA is cell-to-cell mobile."
AT5G14750,https://www.arabidopsis.org//locus?key=136167,Other Names: ATMYB66;MYB DOMAIN PROTEIN 66;MYB66;WER;WER1;WEREWOLF;WEREWOLF 1;myb domain protein 66,"Encodes a MyB-related protein containing R2 and R3 repeats, involved in  root and hypocotyl epidermal cell fate determination. Loss of function mutations make extra root hairs. Nuclear localized protein is a positive regulator for expression of CAPRICE (CPC)."
AT4G00180,https://www.arabidopsis.org//locus?key=128291,Other Names: YAB3;YABBY3,"YABBY gene family member, likely has transcription factor activity, involved in specifying abaxial cell fate. Along with FIL, involved in patterning of the fruit. GUS reporter gene expression in seedlings is observed in the young leaves and as the leaf matures, expression is restricted to the abaxial tissues of leaves, expression is also observed on either side of the leaf margin in the younger tissues of leaf blades."
AT3G54920,https://www.arabidopsis.org//locus?key=37052,Other Names: PLL13;PMR6;powdery mildew resistant 6,Powdery mildew resistant mutant encodes a pectate lyase-like protein The mRNA is cell-to-cell mobile.
AT3G20600,https://www.arabidopsis.org//locus?key=37600,Other Names: NDR1;non race-specific disease resistance 1,Required for non-race specific resistance to bacterial and fungal pathogens.Mediates systemic acquired resistance (SAR) response. The mRNA is cell-to-cell mobile.
AT2G37860,https://www.arabidopsis.org//locus?key=35466,Other Names: LCD1;LOWER CELL DENSITY 1;RE;RETICULATA,Encodes a protein involved in differential development of bundle sheath and mesophyll cell chloroplasts.
AT2G47430,https://www.arabidopsis.org//locus?key=34892,Other Names: CKI1;CYTOKININ-INDEPENDENT 1,Encodes a putative plasma membrane-bound hybrid histidine kinase and cytokinin sensor that is expressed within the female gametophyte.
AT5G13960,https://www.arabidopsis.org//locus?key=132605,Other Names: KRYPTONITE;KYP;SDG33;SET DOMAIN PROTEIN 33;SU(VAR)3-9 HOMOLOG 4;SUVH4,"Encodes a histone 3 lysine 9 specific methyltransferase involved in the maintenance of DNA methylation. SUVH4/KYP is a SU(VAR)3-9 homolog, a SET domain protein. Known SET domain proteins are involved in epigenetic control of gene expression. There are 10 SUVH genes in Arabidopsis and members of this subfamily of the SET proteins have an additional conserved SRA domain. In kyp mutants, there is a loss of CpNpG methylation. The protein was shown to bind to methylated cytosines of CG, CNG and CNN motifs via its SRA domain but has a preference for the latter two. There is also evidence that KYP/SUVH4 might be involved in the telomerase-independent process known as Alternative Lengthening of Telomeres."
AT3G16857,https://www.arabidopsis.org//locus?key=39013,Other Names: ARR1;RR1;response regulator 1,"Encodes an Arabidopsis response regulator (ARR) protein that acts in concert with other type-B ARRs in the cytokinin signaling pathway. Also involved in cytokinin-dependent inhibition of hypocotyl elongation and cytokinin-dependent greening and shooting in tissue culture. ARR1, ARR10, and ARR12 are redundant regulators of drought response, with ARR1 being the most critical. ARR1, ARR10 and ARR12 redundantly bind to the promoter of WUSCHEL (WUS), directly activate its transcription. In parallel, ARR1, ARR10 and ARR12 repress the expression of YUCCAs (YUCs), which encode a key enzyme for auxin biosynthesis, indirectly promoting WUS induction. The regulation of ARR1, ARR10 and ARR12 on WUS and YUCs is required for regeneration and maintenance of shoot meristem."
AT1G67710,https://www.arabidopsis.org//locus?key=26911,Other Names: ARR11;RESPONSE REGULATOR 11,Encodes an Arabidopsis response regulator (ARR) protein that acts in concert with other type-B ARRs in the cytokinin signaling pathway. Affects ABA-JA crosstalk.
AT5G58080,https://www.arabidopsis.org//locus?key=132161,Other Names: ARR18;RR18;response regulator 18,member of Response Regulator: B- Type
AT2G40940,https://www.arabidopsis.org//locus?key=34329,Other Names: ERS;ERS1;ETHYLENE RESPONSE SENSOR;ETHYLENE RESPONSE SENSOR 1,"Ethylene receptor, subfamily 1. Has histidine kinase activity."
AT4G29130,https://www.arabidopsis.org//locus?key=127303,Other Names: ARABIDOPSIS THALIANA HEXOKINASE 1;ATHXK1;GIN2;GLUCOSE INSENSITIVE 2;HEXOKINASE 1;HXK1,"Encodes a hexokinase (HXK1) in the plant glucose-signaling network.  Functions as a glucose sensor to interrelate nutrient, light, and hormone signaling networks for controlling growth and development in response to the changing environment."
AT3G22200,https://www.arabidopsis.org//locus?key=38432,Other Names: GABA-T;GAMMA-AMINOBUTYRATE TRANSAMINASE;HER1;HEXENAL RESPONSE1;POLLEN-PISTIL INCOMPATIBILITY 2;POP2,Genetically redundant with POP3;mediates pollen tube guidance. Double mutants are self sterile; gamma-aminobutyrate transaminase subunit precursor; nuclear gene for mitochondrial product. Encodes gamma-aminobutyrate transaminase that uses pyruvate instead of alpha-ketoglutarate as cosubstrate. Mutations in POP2/HER1 render roots resistant to the inhibitory growth effects of the volatile organic compound E-2-hexenal implicated in plant defense.
AT1G63700,https://www.arabidopsis.org//locus?key=29360,Other Names: EMB71;EMBRYO DEFECTIVE 71;MAP KINASE KINASE KINASE 4;MAPKKK4;YDA;YODA,"Member of MEKK subfamily, a component of the stomatal development regulatory pathway.  Mutations in this locus result in embryo lethality."
AT5G06070,https://www.arabidopsis.org//locus?key=500231895,Other Names: RAB;RABBIT EARS;RBE,Isolated as a mutation defective in petal development with specific effects on  adaxial petals which  are filamentous or absent. Encodes a Superman (SUP) like protein with zinc finger motifs. Transcript is detected in petal primordia and protein is localized to the nucleus.
AT2G46410,https://www.arabidopsis.org//locus?key=26536,Other Names: CAPRICE;CPC,"Nuclear-localized R3-type MYB transcription factor. Positive regulator of hair-cell differentiation. Preferentially transcribed in hairless cells. Moves from atrichoblasts into trichoblast via plasmodesmata in a tissue-specific mode. N-terminus and part of the Myb domain are required for this movement, with W76 playing a crucial role. Capability to increase the size-exclusion limit of plasmodesmata. Regulated by WEREWOLF."
AT4G02980,https://www.arabidopsis.org//locus?key=26524,Other Names: ABP;ABP1;ENDOPLASMIC RETICULUM AUXIN BINDING PROTEIN 1,Auxin binding protein involved in cell elongation and cell division. ABP1 is ubiquitinated in vitro and in planta by AtRma2. ABP1 was thought to be embryo lethal but further experimentation has demonstrated that lethality is due to a linked mutation in another gene.
AT2G46830,https://www.arabidopsis.org//locus?key=32221,Other Names: AtCCA1;CCA1;CIRCADIAN CLOCK ASSOCIATED 1,Encodes a transcriptional repressor that performs overlapping functions with LHY in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis. Binds to the evening element in the promoter of TOC1 and represses TOC1 transcription. CCA1 and LHY colocalize in the nucleus and form heterodimers in vivo. CCA1 and LHY function synergistically in regulating circadian rhythms of Arabidopsis. CCA1 binds the GI promoter.
