agi_code,link,other_name,description
AT1G64280,https://www.arabidopsis.org//locus?key=27831,Other Names: ARABIDOPSIS NONEXPRESSER OF PR GENES 1;ATNPR1;NIM1;NON-INDUCIBLE IMMUNITY 1;NONEXPRESSER OF PR GENES 1;NPR1;SAI1;SALICYLIC ACID INSENSITIVE 1,"This gene is a key regulator of the salicylic acid (SA)-mediated systemic acquired resistance (SAR) pathway. It is similar to the transcription factor inhibitor I kappa B, and contains ankyrin repeats. It confers resistance to the pathogens Pseudomonas syringae and Peronospora parasitica in a dosage-dependent fashion. Although transgenic Arabidopsis plants overexpressing NPR1 acquire enhanced sensitivity to SA and (benzothiadiazole) BTH, they display no obvious detrimental morphological changes and do not have elevated pathogenesis-related gene expression until activated by inducers or pathogens."
AT4G36380,https://www.arabidopsis.org//locus?key=126651,Other Names: ROT3;ROTUNDIFOLIA 3,"Encodes a cytochrome P-450 gene that is involved in leaf blade expansion by controlling polar cell expansion in the leaf length direction. Member of the CYP90C CYP450 family. ROT3 was shown to be involved in brassinosteroid biosynthesis, most likely in the conversion step of typhasterol (TY) to castasterone (CS). As 6-deoxo-CS was unable to restore the phenotype of rot3-1, it has been postulated that ROT3 might be specifically involved in the conversion of TY to CS in the C6-oxidation pathway of brassinolide. Recently, CYP90C1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates)."
AT3G44880,https://www.arabidopsis.org//locus?key=36954,Other Names: ACCELERATED CELL DEATH 1;ACD1;LETHAL LEAF-SPOT 1 HOMOLOG;LLS1;PAO;PHEOPHORBIDE A OXYGENASE,"Encodes a pheide a oxygenase (PAO). Accelerated cell death (acd1) mutants show rapid, spreading necrotic responses to both virulent and avirulent Pseudomonas syringae pv. maculicola or pv. tomato pathogens and to ethylene."
AT4G37000,https://www.arabidopsis.org//locus?key=126629,Other Names: ACCELERATED CELL DEATH 2;ACD2;ARABIDOPSIS THALIANA RED CHLOROPHYLL CATABOLITE REDUCTASE;ATRCCR,"Mutants have spontaneous spreading cell death lesions and constitutive activation of defenses in the absence of pathogen infection.  Its product was shown to display  red chlorophyll catabolite reductase (RCCR), which catalyzes one step in the breakdown of the porphyrin component of chlorophyll. The enzyme was further assessed to be a Type-1 (pFCC-1-producing) RCCR.Upon P. syringae infection, ACD2 localization shifts from being largely in chloroplasts to partitioning to chloroplasts, mitochondria, and to a small extent, cytosol. Overexpression of ACD2 delayed cell death and the replication of P. syringae."
AT4G39030,https://www.arabidopsis.org//locus?key=127350,Other Names: EDS5;ENHANCED DISEASE SUSCEPTIBILITY 5;SALICYLIC ACID INDUCTION DEFICIENT 1;SCORD3;SID1;SUSCEPTIBLE TO CORONATINE-DEFICIENT PST DC3000 3,Encodes an orphan multidrug and toxin extrusion transporter. Essential component of salicylic acid-dependent signaling for disease resistance. Member of the MATE-transporter family. Expression induced by salicylic acid. Mutants are salicylic acid-deficient.
AT2G22990,https://www.arabidopsis.org//locus?key=32398,Other Names: SCPL8;SERINE CARBOXYPEPTIDASE-LIKE 8;SINAPOYLGLUCOSE 1;SNG1,sinapoylglucose:malate sinapoyltransferase. Catalyzes the formation of sinapoylmalate from sinapoylglucose. Mutants accumulate excess sinapoylglucose.
AT3G44310,https://www.arabidopsis.org//locus?key=39342,Other Names: A. THALIANA NITRILASE 1;ATNIT1;NIT1;NITI;NITRILASE 1,Mutants are resistant to indole-3-acetonitrile (IAN). NIT1 catalyzes the terminal activation step in indole-acetic acid biosynthesis. Predominantly expressed isoform of nitrilase isoenzyme family.   Aggregation of NIT1 in cells directly abutting wound sites is one of the earliest events associated with wound and herbicide-induced cell death.  The protein undergoes thiolation following treatment with the  oxidant tert-butylhydroperoxide. It is also involved in the conversion of IAN to IAM (indole-3-acetamide) and other non-auxin-related metabolic processes. The mRNA is cell-to-cell mobile.
AT1G29930,https://www.arabidopsis.org//locus?key=28534,Other Names: AB140;CAB1;CAB140;CHLOROPHYLL A/B PROTEIN 140;LHCB1.3;LIGHT-HARVESTING CHLOROPHYLL A/B-PROTEIN 1.3;chlorophyll A/B binding protein 1,"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center. The mRNA is cell-to-cell mobile."
AT1G28230,https://www.arabidopsis.org//locus?key=30219,Other Names: ATPUP1;PUP1;PURINE PERMEASE 1,"Encodes a transporter that transports purines,cytokinins and other adenine derivatives. Expressed in the leaf hydathodes where it may be involved in re-uptake of cytokinins during guttation."
AT2G01570,https://www.arabidopsis.org//locus?key=26549,Other Names: REPRESSOR OF GA;REPRESSOR OF GA1-3 1;RGA;RGA1;RGA24,"Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues, a putative nuclear localization signal, leucine heptad repeats, and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development."
AT3G45140,https://www.arabidopsis.org//locus?key=39538,Other Names: ARABIODOPSIS THALIANA LIPOXYGENASE 2;ATLOX2;LIPOXYGENASE 2;LOX2,Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection. The mRNA is cell-to-cell mobile.
AT3G13550,https://www.arabidopsis.org//locus?key=38862,Other Names: CIN4;CONSTITUTIVE PHOTOMORPHOGENIC 10;COP10;CYTOKININ-INSENSITIVE 4;EMB144;EMBRYO DEFECTIVE 144;FUS9;FUSCA 9,Encodes a protein similar to ubiquitin-conjugating enzyme (E2) variant proteins (UEV); lacks catalytic cysteine residue found in ubiquitin-conjugating enzyme E2. Represses photomorphogenesis and induces skotomorphogenesis in the dark.
AT5G65800,https://www.arabidopsis.org//locus?key=134071,Other Names: ACC SYNTHASE 5;ACS5;ATACS5;CIN5;CYTOKININ-INSENSITIVE 5;ETHYLENE OVERPRODUCER 2;ETO2,"1-aminocyclopropane-1-carboxylate synthase (ACS) is encoded by a multigene family consisting of at least five members whose expression is induced by hormones, developmental signals, and protein synthesis inhibition."
AT5G61380,https://www.arabidopsis.org//locus?key=133196,Other Names: APRR1;AtTOC1;PRR1;PSEUDO-RESPONSE REGULATOR 1;TIMING OF CAB EXPRESSION 1;TOC1,"Pseudo response regulator involved in the generation of circadian rhythms. TOC1 appears to shorten the period of circumnutation speed.  TOC1 contributes to the plant fitness (carbon fixation, biomass) by influencing the circadian clock period. PRR3 may increase the stability of TOC1 by preventing interactions between TOC1 and the F-box protein ZTL. Expression of TOC1 is correlated with rhythmic changes in chromatin organization. The mRNA is cell-to-cell mobile."
AT1G29920,https://www.arabidopsis.org//locus?key=28544,Other Names: AB165;CAB2;CHLOROPHYLL A/B-BINDING PROTEIN 2;LHCB1.1;LIGHT HARVESTING CHLOROPHYLL A/B-BINDING PROTEIN 1.1,Encodes lhcb1.1 a component of the LHCIIb light harvesting complex associated with photosystem II.
AT5G60910,https://www.arabidopsis.org//locus?key=134558,Other Names: AGL8;FRUITFULL;FUL;agamous-like 8,MADS box gene negatively regulated  by APETALA1
AT5G15970,https://www.arabidopsis.org//locus?key=130845,Other Names: AtCor6.6;COLD-RESPONSIVE 6.6;COR6.6;KIN2,Encodes a gene that can be induced by cold and abscisic acid and may be involved in cold acclimation and salt tolerance. The mRNA is cell-to-cell mobile.
AT2G34710,https://www.arabidopsis.org//locus?key=34820,Other Names: ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 14;ATHB-14;ATHB14;PHABULOSA;PHABULOSA 1D;PHB;PHB-1D,"Dominant PHB mutations cause transformation of abaxial leaf fates into adaxial leaf fates. Encodes a member of HD-Zip family which contains homeodomain-leucine zipper domains and domain similar to a mammalian sterol binding domain. Has overlapping functions with PHAVOLUTA, REVOLUTA and CORONA."
AT2G26650,https://www.arabidopsis.org//locus?key=32135,Other Names: AKT1;ATAKT1;K+ transporter 1;KT1,"Encodes AKT1, a member of the Shaker family inward rectifying potassium channel predominantly expressed in predominantly in root hairs and root endodermis. This family includes five groups based on phylogenetic analysis (FEBS Letters (2007) 581: 2357): I (inward rectifying channel): AKT1 (AT2G26650), AKT5 (AT4G32500) and SPIK (also known as AKT6, AT2G25600); II (inward rectifying channel): KAT1 (AT5G46240) and KAT2 (AT4G18290); III (weakly inward rectifying channel): AKT2 (AT4G22200); IV (regulatory subunit involved in inwardly rectifying conductance formation): KAT3 (also known as AtKC1, AT4G32650); V (outward rectifying channel): SKOR (AT3G02850) and GORK (AT5G37500)."
AT4G34710,https://www.arabidopsis.org//locus?key=130062,Other Names: ADC2;ARGININE DECARBOXYLASE 2;ATADC2;SPE2,"Encodes a arginine decarboxylase (ADC), a rate-limiting enzyme that catalyzes the first step of polyamine (PA) biosynthesis via ADC pathway in Arabidopsis thaliana. Arabidopsis genome has two ADC paralogs, ADC1 and ADC2. ADC2 is stress-inducible (osmotic stress). Double mutant analysis showed that ADC genes are essential for the production of PA, and are required for normal seed development. Overexpression causes phenotypes similar to GA-deficient plants and these plants show reduced levels of GA due to lower expression levels of AtGA20ox1, AtGA3ox3 and AtGA3ox1."
AT5G64930,https://www.arabidopsis.org//locus?key=135144,Other Names: CONSTITUTIVE EXPRESSION OF PR GENES 5;CPR5;HYPERSENESCENCE 1;HYS1;OLD1;ONSET OF LEAF DEATH 1,"Regulator of expression of pathogenesis-related (PR) genes. Participates in signal transduction pathways involved in plant defense (systemic acquired resistance -SAR).The cpr5 mutant has a small number of trichome branches, the trichome volume decreases."
AT1G08550,https://www.arabidopsis.org//locus?key=29148,Other Names: ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1;AVDE1;NON-PHOTOCHEMICAL QUENCHING 1;NPQ1,Violaxanthin deepoxidase involved in xanthophyll cycle.Two major consequences of the npq1 mutation are the absence of zeaxanthin formation in strong light and the partial inhibition of the quenching of singlet excited chlorophylls in the photosystem II light-harvesting complex
AT5G67030,https://www.arabidopsis.org//locus?key=132460,Other Names: ABA DEFICIENT 1;ABA1;ARABIDOPSIS THALIANA ABA DEFICIENT 1;ARABIDOPSIS THALIANA ZEAXANTHIN EPOXIDASE;ATABA1;ATZEP;IBS3;IMPAIRED IN BABA-INDUCED STERILITY 3;LOS6;LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6;NON-PHOTOCHEMICAL QUENCHING 2;NPQ2;ZEAXANTHIN EPOXIDASE;ZEP,"Encodes a single copy zeaxanthin epoxidase gene that functions in first step of the biosynthesis of the abiotic stress hormone abscisic acid (ABA). Mutants in this gene are unable to express female sterility in response to beta-aminobutyric acid, as wild type plants do."
AT5G23980,https://www.arabidopsis.org//locus?key=135267,Other Names: ATFRO4;FERRIC REDUCTION OXIDASE 4;FRO4,"Encodes a ferric chelate reductase that is expressed at low levels in roots,shoots and cotyledons, but not flowers. Its transcription is regulated by FIT1."
AT2G25930,https://www.arabidopsis.org//locus?key=32082,Other Names: EARLY FLOWERING 3;ELF3;PYK20,Encodes a nuclear protein that is expressed rhythmically and interacts with phytochrome B to control plant development and flowering through a signal transduction pathway. Required component of the core circadian clock regardless of light conditions.
AT5G17690,https://www.arabidopsis.org//locus?key=134923,Other Names: AtLHP1;LHP1;LIKE HETEROCHROMATIN PROTEIN 1;TERMINAL FLOWER 2;TFL2,Regulates the meristem response to light signals and the maintenance of inflorescence meristem identity. Influences developmental processes controlled by APETALA1. TFL2 silences specific  genes within euchromatin but not genes positioned in heterochromatin. TFL2 protein localized preferentially to euchromatic  regions and not to heterochromatic chromocenters. Involved in euchromatin organization. Required for epigenetic maintenance of the vernalized state.
AT3G62980,https://www.arabidopsis.org//locus?key=39952,Other Names: AtTIR1;TIR1;TRANSPORT INHIBITOR RESPONSE 1,"Encodes an auxin receptor that mediates auxin-regulated transcription.  It contains leucine-rich repeats and an F-box and interacts with ASK1, ASK2 and AtCUL1 to form SCF-TIR1, an SCF ubiquitin ligase complex. Related to yeast Grr1p and human SKP2 proteins, involved in ubiquitin-mediated processes. Required for normal response to auxin and repressed in response to flagellin.    As part of the SCF complex and in the presence of auxin, TIR1 interacts with Aux/IAA transcriptional repressor proteins and mediates their degradation. Mutations in TIR1 block auxin stimulation of flavonoid synthesis."
AT4G23100,https://www.arabidopsis.org//locus?key=128328,Other Names: ATECS1;ATGSH1;CAD2;CADMIUM SENSITIVE 2;CINNAMYL ALCOHOL DEHYDROGENASE HOMOLOG 2;GLUTAMATE-CYSTEINE LIGASE;GSH1;GSHA;PAD2;PHYTOALEXIN DEFICIENT 2;RAX1;REGULATOR OF AXILLARY MERISTEMS 1;RML1;ROOT MERISTEMLESS 1;proteasome alpha subunit D2,"Encodes the enzyme glutamate-cysteine ligase catalyzing the first, and rate-limiting, step of glutathione biosynthesis.  Required for cell proliferation at the root tip. Involved in susceptibility to the bacterial pathogen Pseudomonas syringae. Mutants are phytoalexin defective."
AT3G26830,https://www.arabidopsis.org//locus?key=38072,Other Names: CYP71B15;PAD3;PHYTOALEXIN DEFICIENT 3,Mutations in pad3 are defective in biosynthesis of the indole derived phytoalexin camalexin. Encodes a cytochrome P450 enzyme that catalyzes the conversion of dihydrocamalexic acid to camalexin. The mRNA is cell-to-cell mobile.
AT3G52430,https://www.arabidopsis.org//locus?key=36581,Other Names: ARABIDOPSIS PHYTOALEXIN DEFICIENT 4;ATPAD4;PAD4;PHYTOALEXIN DEFICIENT 4,"Encodes a lipase-like gene that is important for salicylic acid signaling and function in resistance (R) gene-mediated and basal plant disease resistance. PAD4 can interact directly with EDS1, another disease resistance signaling protein. Expressed at elevated level  in response to green peach aphid (GPA) feeding, and modulates the GPA feeding-induced leaf senescence through a mechanism that doesn't require camalexin synthesis and salicylic acid (SA) signaling. Required for the ssi2-dependent heightened  resistance to GPA. The mRNA is cell-to-cell mobile."
AT5G44790,https://www.arabidopsis.org//locus?key=132227,Other Names: ATHMP51;HEAVY METAL ASSOCIATED PROTEIN 51;HMA7;RAN1;RESPONSIVE-TO-ANTAGONIST 1,ATP dependent copper transporter vital for ethylene response pathway
AT3G05040,https://www.arabidopsis.org//locus?key=126574,Other Names: HASTY;HASTY 1;HST;HST1,"Encodes member of importin/exportin family. Involved in timing of shoot maturation. Involved in miRNA transport. Mutants flower early and have small, curled leaves and reduced abundance of certain miRNA species."
AT1G69180,https://www.arabidopsis.org//locus?key=29313,Other Names: CRABS CLAW;CRC,"Putative transcription factor with zinc finger and helix-loop-helix domains, the later similar to HMG boxes. Involved in specifying abaxial cell fate in the carpel. Four putative LFY binding sites (CCANTG) and two potential binding sites for MADS box proteins known as CArG boxes (CC(A/T)6GG) were found in the region spanning 3.8 Kb upstream of the CRC coding region. CRC targets YABBY genes  such as YUC4 in gynoecium development."
AT3G02850,https://www.arabidopsis.org//locus?key=35791,Other Names: SKOR;STELAR K+ OUTWARD RECTIFIER,"Encodes SKOR, a member of Shaker family potassium ion (K+) channel.  This family includes five groups based on phylogenetic analysis (FEBS Letters (2007) 581: 2357): I (inward rectifying channel): AKT1 (AT2G26650), AKT5 (AT4G32500) and SPIK (also known as AKT6, AT2G25600); II (inward rectifying channel): KAT1 (AT5G46240) and KAT2 (AT4G18290); III (weakly inward rectifying channel): AKT2 (AT4G22200); IV (regulatory subunit involved in inwardly rectifying conductance formation): KAT3 (also known as AtKC1, AT4G32650); V (outward rectifying channel): SKOR (AT3G02850) and GORK (AT5G37500).  Mediates the delivery of K+ from stelar cells to the xylem in the roots towards the shoot. mRNA accumulation is modulated by abscisic acid. K+ gating activity is modulated by external and internal K+. Involved in response to low potassium."
AT4G02570,https://www.arabidopsis.org//locus?key=129133,Other Names: ATCUL1;AUXIN RESISTANT 6;AXR6;CUL1;CULLIN 1;ETA1;ICU13;INCURVATA 13;cullin 1,"Encodes a cullin that is a component of  SCF ubiquitin ligase complexes involved in mediating responses to auxin and jasmonic acid. Homozygous auxin-resistant mutants arrest growth soon after germination, lacking a root and hypocotyl.  Heterozygotes display a variety of phenotypes consistent with impaired auxin response."
AT5G41150,https://www.arabidopsis.org//locus?key=133166,Other Names: ATRAD1;RAD1;ULTRAVIOLET HYPERSENSITIVE 1;UVH1,Confers resistance to UV radiation. Homolog of the human xeroderma pigmentosum group F DNA repair  and yeast Rad1 proteins
AT3G28030,https://www.arabidopsis.org//locus?key=38596,Other Names: ULTRAVIOLET HYPERSENSITIVE 3;UV REPAIR DEFECTIVE 1;UVH3;UVR1,Required for repair of pyrimidine-pyrimidinone (6-4) dimers.The mRNA is cell-to-cell mobile.
AT3G09090,https://www.arabidopsis.org//locus?key=39268,Other Names: DEFECTIVE IN EXINE FORMATION 1;DEX1,Encodes DEX1 (defective in exine formation).  Required for exine pattern formation during pollen development.
AT2G26990,https://www.arabidopsis.org//locus?key=34451,Other Names: ATCSN2;CONSTITUTIVE PHOTOMORPHOGENIC 12;COP12;CSN2;FUS12;FUSCA 12,Represses photomorphogenesis and induces skotomorphogenesis in the dark.
AT5G14250,https://www.arabidopsis.org//locus?key=130792,Other Names: CONSTITUTIVE PHOTOMORPHOGENIC 13;COP13;COP9 SIGNALOSOME SUBUNIT 3;CSN3;FUS11;FUSCA 11,Encodes subunit 3 of the COP9 signalosome.
AT5G42970,https://www.arabidopsis.org//locus?key=132727,Other Names: ATS4;CONSTITUTIVE PHOTOMORPHOGENIC 14;CONSTITUTIVE PHOTOMORPHOGENIC 8;COP14;COP8;COP9 SIGNALOSOME SUBUNIT 4;CSN4;EMB134;EMBRYO DEFECTIVE 134;FUS4;FUS8;FUSCA 4;FUSCA 8,encodes subunit 4 of COP9 signalosome complex. sequence is similar to a subunit of the 19S regulatory particle of the 26S proteasome. recessive mutation causes derepression of photomorphogenesis.
AT1G02090,https://www.arabidopsis.org//locus?key=137757,Other Names: ARABIDOPSIS THALIANA COP9 SIGNALOSOME SUBUNIT 7;ATCSN7;CONSTITUTIVE PHOTOMORPHOGENIC 15;COP15;COP9 SIGNALOSOME SUBUNIT 7;CSN7;FUS5;FUSCA 5,encodes a phosphoprotein that is a subunit of the COP9 signalosome. Mutants exhibit constitutive photomorphogenic phenotype.
AT2G25170,https://www.arabidopsis.org//locus?key=31513,Other Names: CHD3;CHR6;CKH2;CYTOKININ-HYPERSENSITIVE 2;ENHANCED PHOTOMORPHOGENIC 1;EPP1;GYM;GYMNOS;HRB2;HYPERSENSITIVE TO RED AND BLUE 2;LOW-WATER-POTENTIAL RESPONSE 1;LWR1;PICKLE;PKL;SSL2;SUPPRESSOR OF SLR 2,Encodes a SWI/SWF nuclear-localized chromatin remodeling factor of the CHD3 group. Involved in post-germination repression of embryonic development. Acts with GA to establish repression of embryonic genes upon germination. Protein preferentially accumulates in differentiating tissues. Loss of function alleles are associated with expression of embryonic traits in adult plants and derepression of embryonic genes such as PHEROS1.  Is an extragenic suppressor of slr2 (SSL2).  Mutations in PKL (SSL2) restores lateral root formation in the slr2 mutant slr-1.  It was proposed that PKL/SSL2-mediated chromatin remodeling negatively regulates auxin-mediated LR formation in Arabidopsis.The mRNA is cell-to-cell mobile. Regulates plant responses to cold and salt stress.
AT3G58780,https://www.arabidopsis.org//locus?key=39912,Other Names: AGAMOUS-like 1;AGL1;SHATTERPROOF 1;SHP1,One of two genes (SHP1 and SHP2) that are required for fruit dehiscence. The two genes control dehiscence zone differentiation and promote the lignification of adjacent cells.
