agi_code,link,other_name,description
AT1G50430,https://www.arabidopsis.org//locus?key=26820,"Other Names: 7RED;DELTA5,7-STEROL DELTA7 REDUCTASE;DWARF 5;DWF5;LE;LEPIDA;PA;PARVA;ST7R;STEROL DELTA7 REDUCTASE",Mutants are defective in Brassinosteroid biosynthesis (delta7-sterol-C7 reduction step) and have a dwarf phenotype. EXO70 interactor and presumed negative secretion regulator.
AT5G22260,https://www.arabidopsis.org//locus?key=134962,Other Names: MS1;male sterility 1,Sporophytic factor controlling anther and pollen development. Mutants fail to make functional pollen;pollen degeneration occurs after microspore release and the tapetum also appears abnormally vacuolated. Similar to PHD-finger motif transcription factors.
AT5G20240,https://www.arabidopsis.org//locus?key=131273,Other Names: PI;PISTILLATA,Floral homeotic gene encoding a MADS domain transcription factor. Required for the specification of petal and stamen identities.
AT1G34790,https://www.arabidopsis.org//locus?key=26878,Other Names: TT1;WIP domain protein 1;WIP1;transparent testa 1,"Encodes a zinc finger protein; involved in photomorphogenesis, flavonoid biosynthesis, flower and seed development."
AT5G35550,https://www.arabidopsis.org//locus?key=134022,Other Names: ATTT2;AtMYB123;MYB DOMAIN PROTEIN 123;MYB123;TRANSPARENT TESTA 2;TT2;myb domain protein 123,"TT2 encodes a R2R3 MYB domain putative transcription factor that acts as a key determinant in the proanthocyanidin accumulation of developing seed. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium."
AT5G42800,https://www.arabidopsis.org//locus?key=133488,Other Names: DFR;DIHYDROFLAVONOL 4-REDUCTASE;M318;TT3,dihydroflavonol reductase. Catalyzes the conversion of dihydroquercetin to leucocyanidin in the biosynthesis of anthocyanins. Not expressed in roots (qRT-PCR). The mRNA is cell-to-cell mobile.
AT5G13930,https://www.arabidopsis.org//locus?key=132598,Other Names: ATCHS;CHALCONE SYNTHASE;CHS;TRANSPARENT TESTA 4;TT4,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism. The mRNA is cell-to-cell mobile."
AT3G51240,https://www.arabidopsis.org//locus?key=36753,Other Names: F3'H;F3H;FLAVANONE 3-HYDROXYLASE;TRANSPARENT TESTA 6;TT6,Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases and is involved in flavonoid biosynthesis. Not responsive to auxin or ethylene stimulus (qRT-PCR).
AT5G07990,https://www.arabidopsis.org//locus?key=130455,Other Names: CYP75B1;CYTOCHROME P450 75B1;D501;TRANSPARENT TESTA 7;TT7,Required for flavonoid 3' hydroxylase activity. Enzyme abundance relative to CHS determines Quercetin/Kaempferol metabolite ratio. The mRNA is cell-to-cell mobile.
AT5G17420,https://www.arabidopsis.org//locus?key=135307,Other Names: ATCESA7;CELLULOSE SYNTHASE  CATALYTIC SUBUNIT 7;CESA7;IRREGULAR XYLEM 3;IRX3;MUR10;MURUS 10,Encodes a xylem-specific cellulose synthase that is phosphorylated on one or more serine residues (on either S185 or one of S180 or S181). IRX3 is required for secondary cell wall biosynthesis.
AT2G31570,https://www.arabidopsis.org//locus?key=35510,Other Names: ATGPX2;GLUTATHIONE PEROXIDASE 2;GPX2;GPXL2,glutathione peroxidase GPx involved in the redox regulatory network of the cytosol.
AT4G25530,https://www.arabidopsis.org//locus?key=129045,Other Names: FLOWERING WAGENINGEN;FWA;HDG6;HOMEODOMAIN GLABROUS 6,Encodes a homeodomain-containing transcription factor that controls flowering.  FWA is silenced in wild type plants and reverse of the imprinted silencing causes a late flowering phenotype. FWA gene contains two tandem repeats around the transcription start site that are necessary and sufficient for silencing via DNA methylation.
AT2G19520,https://www.arabidopsis.org//locus?key=33019,Other Names: ACG1;ATMSI4;FVE;MSI4;MULTICOPY SUPPRESSOR OF IRA1 4;NFC04;NFC4,FVE interacts with SUVH9 and is involved in RNA-directed DNA methylation by facilitating the recruitment of Pol V to chromatin. It is involved in the control of flowering.
AT1G04400,https://www.arabidopsis.org//locus?key=28374,Other Names: AT-PHH1;ATCRY2;CRY2;CRYPTOCHROME 2;FHA;PHH1,"Blue light receptor mediating blue-light regulated cotyledon expansion and flowering time. Positive regulator of the flowering-time gene CONSTANS. This gene possesses a light-induced CNT2 N-terminal homodimerisation domain.Involved in blue-light induced stomatal opening. Involved in triggering chromatin decondensation. An 80-residue motif (NC80) is sufficient to confer CRY2's physiological function.  It is proposed that the PHR domain and the C-terminal tail of the unphosphorylated CRY2 form a ""closed"" conformation to suppress the NC80 motif in the absence of light. In response to blue light, the C-terminal tail of CRY2 is phosphorylated and electrostatically repelled from the surface of the PHR domain to form an ""open"" conformation, resulting in derepression of the NC80 motif and signal transduction to trigger photomorphogenic responses. Cry2 phosphorylation and degradation both occur in the nucleus.The life-time of cry2 signaling state in situ (in planta) is about 16 min."
AT2G43410,https://www.arabidopsis.org//locus?key=34279,Other Names: FPA,FPA  is a gene that regulates flowering time in Arabidopsis via a pathway that is independent of daylength (the autonomous  pathway). Mutations in  FPA  result in extremely delayed flowering. Double mutants with FCA have reduced fertility and single/double mutants have defects in siRNA mediated chromatin silencing.
AT5G48100,https://www.arabidopsis.org//locus?key=133136,Other Names: ATLAC15;ATTT10;LAC15;LACCASE-LIKE 15;TRANSPARENT TESTA 10;TT10,"Encodes a protein that is similar to laccase-like polyphenol oxidases.  Involved in lignin and flavonoids biosynthesis.  It has four conserved copper binding domains. Expressed in developing testa, where it colocalizes with the flavonoid end products proanthocyanidins and flavonols. Mutant plants exhibited a delay in developmentally determined browning of the testa, characterized by the pale brown color of seed coat. The tt10 mutant seeds accumulate more epicatechin monomers and more soluble proanthocyanidins than wild-type seeds. Flavonol composition was also affected in tt10 seeds, which exhibited a higher ratio of quercetin rhamnoside monomers versus dimers than wild-type seeds."
AT4G09820,https://www.arabidopsis.org//locus?key=127104,Other Names: ATTT8;BHLH42;TRANSPARENT TESTA 8;TT8,"TT8 is a regulation factor that acts in a concerted action with TT1, PAP1 and TTG1 on the regulation of flavonoid pathways, namely proanthocyanidin and anthocyanin biosynthesis.  Affects dihydroflavonol 4-reductase gene expression. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium. Also important for important for marginal trichome development. It binds the promoter of both AT3G26790 and AT1G28300.TT8 interacts with JAZ  proteins to regulate anthocyanin accumulation. TT8 acts maternally to affect seed FA biosynthesis and inhibits seed FA accumulation by down-regulating a group of genes either critical to embryonic development or important in the FA biosynthesis pathway. TT8 represses the activities of LEAFY COTYLEDON1, LEAFY COTYLEDON2, and FUSCA3, the critical transcriptional factors important for seed development."
AT4G34740,https://www.arabidopsis.org//locus?key=130046,Other Names: ASE2;ATASE2;ATPURF2;CHLOROPLAST IMPORT APPARATUS 1;CIA1;DIFFERENTIAL DEVELOPMENT OF VASCULAR ASSOCIATED CELLS;DOV1;GLN PHOSPHORIBOSYL PYROPHOSPHATE AMIDOTRANSFERASE 2;GLN phosphoribosyl pyrophosphate amidotransferase 2,"Encodes glutamine 5-phosphoribosylpyrophosphate amidotransferase. Mutants are deficient in leaf, but not cotyledon, plastid and palisade cell development. Mutants exhibit defective chloroplast development under non-low light, suggesting that the defect in chloroplast development is caused by photo-oxidative damage. Plays role in differential development of vascular-associated cells. Demonstrates a cell-specific difference in chloroplast development.Mutant leaves are highly reticulate with a green vascular pattern."
AT3G24800,https://www.arabidopsis.org//locus?key=37873,Other Names: PROTEOLYSIS 1;PRT1,Contains two ring finger domains and one ZZ domain. Weak similarity to yeast Rad18p. Putative component of the N-end rule pathway (ubiquitin-dependent proteolysis) that is involved in the response to pathogens.
AT1G22940,https://www.arabidopsis.org//locus?key=28283,Other Names: TH-1;TH1;THIAMINE REQUIRING 1;THIAMINEE;THIE,"Encodes a bifunctional enzyme required for thiamine (vitamin B1) biosynthesis. TH1 can phosphorylate HMP-P to produce HMP-PP, the pyrimidine heterocyclic subunit of thiamine. TH1 also catalyzes the condensation of HMP-PP and HET to form thiamine monophosphate (TMP). TH1 also appears capable of phosphorylating HMP based on E.coli mutant complementation assays. th1 mutants are thiamine auxotrophs that die as seedlings on unsupplemented media."
AT1G65380,https://www.arabidopsis.org//locus?key=137840,Other Names: AtRLP10;CLV2;Receptor Like Protein 10;clavata 2,Receptor-like protein containing leucine-rich repeats. Regulates both meristem and organ development in Arabidopsis.
AT2G02480,https://www.arabidopsis.org//locus?key=35410,Other Names: STI;STICHEL,STICHEL mutant shows trichomes with fewer than normal branches.
AT5G42630,https://www.arabidopsis.org//locus?key=133282,Other Names: ABERRANT TESTA SHAPE;ATS;KAN4;KANADI 4,"Encodes a member of the KANADI family of putative transcription factors.  Involved in integument formation during ovule development and expressed at the boundary between the inner and outer integuments. It is essential for directing laminar growth of the inner integument.Along with KAN1 and KAN2, KAN4 is involved in proper localization of PIN1 in early embryogenesis."
AT1G52340,https://www.arabidopsis.org//locus?key=28357,Other Names: ABA DEFICIENT 2;ABA2;ARABIDOPSIS THALIANA ABA DEFICIENT 2;ATABA2;ATSDR1;GIN1;GLUCOSE INSENSITIVE 1;IMPAIRED SUCROSE INDUCTION 4;ISI4;SALT RESISTANT 1;SDR1;SHORT-CHAIN DEHYDROGENASE REDUCTASE 1;SHORT-CHAIN DEHYDROGENASE/REDUCTASE 1;SIS4;SRE1;SUGAR-INSENSITIVE 4,Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.
AT1G16540,https://www.arabidopsis.org//locus?key=28320,Other Names: ABA DEFICIENT 3;ABA3;ACI2;ALTERED CHLOROPLAST IMPORT 2;ATABA3;ATLOS5;GIN5;GLUCOSE INSENSITIVE 5;LOS5;LOW OSMOTIC STRESS 5;SIR3;SIRTINOL RESISTANT 3,"Encodes molybdenum cofactor sulfurase. Involved in Moco biosynthesis. Involved in the conversion of ABA-aldehyde to ABA, the last step of abscisic acid (ABA) biosynthesis.sirloss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling.N terminal domain is similar to bacterial NifS suggesting a common mechanism for sulphur mobilization and transfer.  Also involved in protein import into chloroplasts."
AT4G33430,https://www.arabidopsis.org//locus?key=127207,Other Names: ATBAK1;ATSERK3;BAK1;BRI1-ASSOCIATED RECEPTOR KINASE;ELG;ELONGATED;RECEPTOR KINASES LIKE SERK 10;RKS10;SERK3;SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3,"Leu-rich receptor Serine/threonine protein kinase. Component of BR signaling that interacts with BRI1 in vitro and in vivo  to form a heterodimer. Brassinolide-dependent association of BRI1  and BAK1 in vivo. Phosphorylation of both BRI1 and BAK1 on Thr residues was BR dependent. Although BAK1 and BRI1 alone localize in the plasma membrane, when BAK1 and BRI1 are coexpressed, the heterodimer BAK1/BRI1 they form is localized in the endosome. Contributes to postinvasive immunity against Alternaria brassicola."
AT5G10140,https://www.arabidopsis.org//locus?key=136002,Other Names: AGAMOUS-LIKE 25;AGL25;FLC;FLF;FLOWERING LOCUS C;FLOWERING LOCUS F;REDUCED STEM BRANCHING 6;RSB6,"MADS-box protein encoded by FLOWERING LOCUS C - transcription factor that functions as a repressor of floral transition and contributes to temperature compensation of the circadian clock. Expression is downregulated during cold treatment. Vernalization, FRI and the autonomous pathway all influence the state of FLC chromatin. Both maternal and paternal alleles are reset by vernalization, but their earliest activation differs in timing and location. Histone H3 trimethylation at lysine 4 and histone acetylation are associated with active FLC expression, whereas histone deacetylation and histone H3 dimethylation at lysines 9 and 27 are involved in FLC repression. Expression is also repressed by two small RNAs (30- and 24-nt) complementary to the FLC sense strand 3? to the polyA site. The small RNAs are most likely derived from an antisense transcript of FLC. Interacts with SOC1 and FT chromatin in vivo. Member of a protein complex."
AT3G01120,https://www.arabidopsis.org//locus?key=40435,Other Names: A. thaliana cystathionine gamma-synthetase 1;AtCGS1;AtCYS1;CGS;CGS1;CYSTATHIONINE GAMMA-SYNTHASE;CYSTATHIONINE GAMMA-SYNTHASE 1;METHIONINE OVERACCUMULATION 1;MTO1,"encodes a cystathionine gamma-synthase, which performs the first committed step in methionine biosynthesis. A conserved motif of 13 amino acids in the first exon is required for posttranscriptional autoregulation. This enzyme shares the same substrate as threonine synthase (TS) and its absence transcriptionally affects 8 genes in the genome."
AT1G32200,https://www.arabidopsis.org//locus?key=30147,Other Names: ACT1;ACYLTRANSFERASE 1;ATS1,Encodes a chloroplast glycerol-3-phosphate acyltransferase.Involved in the biosynthesis of chloroplast phosphatidylglycerol.
AT1G12110,https://www.arabidopsis.org//locus?key=26949,Other Names: ARABIDOPSIS THALIANA NITRATE TRANSPORTER 1;ATNPF6.3;ATNRT1;B-1;CHL1;CHL1-1;CHLORINA 1;NITRATE TRANSPORTER 1;NITRATE TRANSPORTER 1.1;NPF6.3;NRT1;NRT1.1;NRT1/ PTR FAMILY 6.3,"Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium. Affects flowering time via interaction with the FLC dependent flowering pathway to influence its target gene FT."
AT5G20990,https://www.arabidopsis.org//locus?key=130989,Other Names: B73;CHL6;CHLORATE RESISTANT 6;CNX;CNX1;CO-FACTOR FOR NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE;CO-FACTOR FOR NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 1;SIR4;SIRTINOL 4,"Involved in molybdenum cofactor (Moco) biosynthesis, inserting Mo into Molybdopterin. sir loss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling."
AT3G48560,https://www.arabidopsis.org//locus?key=126541,Other Names: ACETOHYDROXY ACID SYNTHASE;ACETOLACTATE SYNTHASE;AHAS;ALS;CHLORSULFURON/IMIDAZOLINONE RESISTANT 1;CSR1;IMIDAZOLE RESISTANT 1;IMR1;TRIAZOLOPYRIMIDINE RESISTANT 5;TZP5,"Catalyzes the formation of acetolactate from pyruvate, the first step in valine and isoleucine biosynthesis. Requires FAD, thiamine pyrophosphate and Mg. Inhibited by the sulphonylurea herbicide, chlorsulphuron, and the imidazolinone herbicide, imazapyr.  The obtained crystal structure of acetohydroxyacid synthase AHAS, EC 2.2.1.6)in complex with herbicides of the sulphonylurea and imidazolinone family reveals the molecular basis for substrate/inhibitor binding."
AT3G15850,https://www.arabidopsis.org//locus?key=38949,Other Names: ADS3;ATADS3;FAD5;FADB;FATTY ACID DESATURASE 5;FATTY ACID DESATURASE B;JB67,Chloroplastic enzyme responsible for the synthesis of 16:1 fatty acids from galactolipids and sulpholipids. Uses ferredoxin as electron donor. The mRNA is cell-to-cell mobile.
AT4G30950,https://www.arabidopsis.org//locus?key=128262,Other Names: FAD6;FADC;FATTY ACID DESATURASE 6;FATTY ACID DESATURASE C;SFD4;STEAROYL DESATURASE DEFICIENCY 4,"Chloroplastic enzyme responsible for the synthesis of 16:2 and 18:2 fatty acids from galactolipids, sulpholipids and phosphatidylglycerol. Uses ferredoxin as electron donor. Gene mutation resulted in reduced level of unsaturated fatty acids leading to susceptibility to photoinhibition."
AT4G29840,https://www.arabidopsis.org//locus?key=127870,Other Names: METHIONINE OVER-ACCUMULATOR 2;MKO1;MOOTS KOOM 1;MTO2;THREONINE SYNTHASE;THREONINE SYNTHASE 1;TS;TSY1,"Encodes threonine synthase, an enzyme that performs the last step in threonine biosynthesis."
AT3G11170,https://www.arabidopsis.org//locus?key=35642,Other Names: AtFAD7;FAD7;FADD;FATTY ACID DESATURASE 7;FATTY ACID DESATURASE D,"Chloroplastic enzyme responsible for the synthesis of 16:3 and 18:3 fatty acids from galactolipids, sulpholipids and phosphatidylglycerol. Uses ferredoxin as electron donor. Gene expression is induced by wounding in shoot and root. The wound-response in shoot is independent of jasmonic acid mediated pathway whereas the root response is mediated by jasmonic acid. The mRNA is cell-to-cell mobile."
